2026-04-02 18:33:36 [wxauto4(41.1.2)] [DEBUG] [chatbox.py:154]  发送消息: 你好！很高兴见到你，有什么我可以帮助你的吗？
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259C60>)
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259C60>) completed
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6CA0>
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6CA0> completed
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6E50>
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6E50> completed
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A394210>, '\n                INSERT OR REPLACE INTO conversation_context (contact_id, context_json, updated_at)\n                VALUES (?, ?, ?)\n            ', (3, '[{"role": "user", "content": "你好"}, {"role": "assistant", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "user", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "assistant", "content": "你好！我也很高兴见到你。看起来你是想互相帮助嘛，我能为你提供什么服务或信息呢？如果你有任何问题或者需要帮助的地方尽管告诉我哦！"}, {"role": "user", "content": "很高兴认识你"}, {"role": "assistant", "content": "很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。"}, {"role": "user", "content": "很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。"}, {"role": "assistant", "content": "谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨论的话题，随时都可以联系我哦！我们一起学习、探讨，让交流变得更加有趣和有意义。"}, {"role": "user", "content": "谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨论的话题，随时都可以联系我哦！我们一起学习、探讨，让交流变得更加有趣和有意义。"}, {"role": "assistant", "content": "不客气，互相帮助和交流总是很愉快的！如果有任何问题或话题想讨论，无论是工作上的难题还是生活中的趣事，都欢迎你随时找我。我们可以一起探索知识，分享经历，让每一次交流都能有所收获。期待与你的进一步互动！"}, {"role": "user", "content": "不客气，互相帮助和交流总是很愉快的！如果有任何问题或话题想讨论，无论是工作上的难题还是生活中的趣事，都欢迎你随时找我。我们可以一起探索知识，分享经历，让每一次交流都能有所收获。期待与你的进一步互动！"}, {"role": "assistant", "content": "谢谢你的邀请！我也非常乐意和你一起探索知识、分享经历。无论何时你需要帮助或者只是想聊聊天，都可以随时联系我。让我们保持沟通，共同成长吧！期待我们的下次交流！"}, {"role": "user", "content": "谢谢你的邀请！我也非常乐意和你一起探索知识、分享经历。无论何时你需要帮助或者只是想聊聊天，都可以随时联系我。让我们保持沟通，共同成长吧！期待我们的下次交流！"}, {"role": "assistant", "content": "太好了，我很期待与你一起探索和学习！无论是知识的海洋还是生活的小确幸，都能成为我们交流的话题。如果有任何问题或想要讨论的话题，记得随时找我哦。我们一起加油，共同进步！下次交流一定很精彩！"}, {"role": "user", "content": "太好了，我很期待与你一起探索和学习！无论是知识的海洋还是生活的小确幸，都能成为我们交流的话题。如果有任何问题或想要讨论的话题，记得随时找我哦。我们一起加油，共同进步！下次交流一定很精彩！"}, {"role": "assistant", "content": "谢谢你的鼓励！我也非常期待我们的下一次交流。无论是在知识上深入探讨，还是在生活中分享点滴，我都充满期待。有需要的时候尽管告诉我，一起加油，共同成长！下次见！"}, {"role": "user", "content": "谢谢你的鼓励！我也非常期待我们的下一次交流。无论是在知识上深入探讨，还是在生活中分享点滴，我都充满期待。有需要的时候尽管告诉我，一起加油，共同成长！下次见！"}, {"role": "assistant", "content": "好的，下次见！保持联系，希望我们很快就能再次交流。如果有任何问题或想要讨论的话题，随时欢迎你来找我。我们一起努力，共同进步！期待与你的下一次相遇！"}, {"role": "user", "content": "停"}, {"role": "assistant", "content": "好的，如果需要帮助或者有其他问题时，随时告诉我。祝你有一个愉快的一天！下次再聊！"}, {"role": "user", "content": "好的，如果需要帮助或者有其他问题时，随时告诉我。祝你有一个愉快的一天！下次再聊！"}, {"role": "assistant", "content": "好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋"}, {"role": "user", "content": "好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋"}, {"role": "assistant", "content": "好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋"}]', '2026-04-02T18:35:19.802411'))
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A394210>, '\n                INSERT OR REPLACE INTO conversation_context (contact_id, context_json, updated_at)\n                VALUES (?, ?, ?)\n            ', (3, '[{"role": "user", "content": "你好"}, {"role": "assistant", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "user", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "assistant", "content": "你好！我也很高兴见到你。看起来你是想互相帮助嘛，我能为你提供什么服务或信息呢？如果你有任何问题或者需要帮助的地方尽管告诉我哦！"}, {"role": "user", "content": "很高兴认识你"}, {"role": "assistant", "content": "很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。"}, {"role": "user", "content": "很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。"}, {"role": "assistant", "content": "谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨论的话题，随时都可以联系我哦！我们一起学习、探讨，让交流变得更加有趣和有意义。"}, {"role": "user", "content": "谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨论的话题，随时都可以联系我哦！我们一起学习、探讨，让交流变得更加有趣和有意义。"}, {"role": "assistant", "content": "不客气，互相帮助和交流总是很愉快的！如果有任何问题或话题想讨论，无论是工作上的难题还是生活中的趣事，都欢迎你随时找我。我们可以一起探索知识，分享经历，让每一次交流都能有所收获。期待与你的进一步互动！"}, {"role": "user", "content": "不客气，互相帮助和交流总是很愉快的！如果有任何问题或话题想讨论，无论是工作上的难题还是生活中的趣事，都欢迎你随时找我。我们可以一起探索知识，分享经历，让每一次交流都能有所收获。期待与你的进一步互动！"}, {"role": "assistant", "content": "谢谢你的邀请！我也非常乐意和你一起探索知识、分享经历。无论何时你需要帮助或者只是想聊聊天，都可以随时联系我。让我们保持沟通，共同成长吧！期待我们的下次交流！"}, {"role": "user", "content": "谢谢你的邀请！我也非常乐意和你一起探索知识、分享经历。无论何时你需要帮助或者只是想聊聊天，都可以随时联系我。让我们保持沟通，共同成长吧！期待我们的下次交流！"}, {"role": "assistant", "content": "太好了，我很期待与你一起探索和学习！无论是知识的海洋还是生活的小确幸，都能成为我们交流的话题。如果有任何问题或想要讨论的话题，记得随时找我哦。我们一起加油，共同进步！下次交流一定很精彩！"}, {"role": "user", "content": "太好了，我很期待与你一起探索和学习！无论是知识的海洋还是生活的小确幸，都能成为我们交流的话题。如果有任何问题或想要讨论的话题，记得随时找我哦。我们一起加油，共同进步！下次交流一定很精彩！"}, {"role": "assistant", "content": "谢谢你的鼓励！我也非常期待我们的下一次交流。无论是在知识上深入探讨，还是在生活中分享点滴，我都充满期待。有需要的时候尽管告诉我，一起加油，共同成长！下次见！"}, {"role": "user", "content": "谢谢你的鼓励！我也非常期待我们的下一次交流。无论是在知识上深入探讨，还是在生活中分享点滴，我都充满期待。有需要的时候尽管告诉我，一起加油，共同成长！下次见！"}, {"role": "assistant", "content": "好的，下次见！保持联系，希望我们很快就能再次交流。如果有任何问题或想要讨论的话题，随时欢迎你来找我。我们一起努力，共同进步！期待与你的下一次相遇！"}, {"role": "user", "content": "停"}, {"role": "assistant", "content": "好的，如果需要帮助或者有其他问题时，随时告诉我。祝你有一个愉快的一天！下次再聊！"}, {"role": "user", "content": "好的，如果需要帮助或者有其他问题时，随时告诉我。祝你有一个愉快的一天！下次再聊！"}, {"role": "assistant", "content": "好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋"}, {"role": "user", "content": "好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋"}, {"role": "assistant", "content": "好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋"}]', '2026-04-02T18:35:19.802411')) completed
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A394210>)
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A394210>) completed
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A394210>)
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A394210>) completed
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D64C0>
2026-04-02 18:35:19 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D64C0> completed
2026-04-02 18:35:33 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 1 次...
2026-04-02 18:36:25 [wechat_custody] [INFO] [icon.py:85]  正在退出程序...
2026-04-02 18:36:36 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 1 次...
2026-04-02 18:36:36 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 2 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 3 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 4 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 5 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 6 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 7 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 8 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 9 次...
2026-04-02 18:36:37 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 10 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 1 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 2 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 3 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 4 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 5 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 6 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 7 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 8 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 9 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 10 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 1 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 2 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 3 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 4 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 5 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 6 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 7 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 8 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 9 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 10 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 1 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 2 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 3 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 4 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 5 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 6 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 7 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 8 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 9 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 10 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 1 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 2 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 3 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 4 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 5 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 6 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 7 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 8 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 9 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 10 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 1 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 2 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 3 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 4 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 5 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 6 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 7 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 8 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 9 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 10 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 1 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 2 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 3 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 4 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 5 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 6 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 7 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 8 次...
2026-04-02 18:36:40 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 9 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 10 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 1 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 2 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 3 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 4 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 5 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 6 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 7 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 8 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 9 次...
2026-04-02 18:36:41 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 10 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 1 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 2 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 3 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 4 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 5 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 6 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 7 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 8 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 9 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(太好了，我很期待...)发送者属性，重试第 10 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 1 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 2 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 3 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 4 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 5 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 6 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 7 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 8 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 9 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(谢谢你的鼓励！我...)发送者属性，重试第 10 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 1 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 2 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 3 次...
2026-04-02 18:36:44 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 4 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 5 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 6 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 7 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 8 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 9 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，下次见！保...)发送者属性，重试第 10 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 1 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 2 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 3 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 4 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 5 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 6 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 7 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 8 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 9 次...
